delivery_rate,utilization_rate,num_risk,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,speed_kmh,problem,simulator,run
-0.0,-0.80747163,2.83921,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.015801787,-0.80378973,3.8110323,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.15119997,-0.72313565,6.7865667,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,11.0,9.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,1.9,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.03487873,-0.78595155,5.456573,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.006246805,-0.8079202,3.2956748,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.059553213,-0.7734568,3.752475,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.02531904,-0.80326277,4.1224318,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.040768385,-0.8006584,5.098927,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.102892704,-0.5717056,5.4673448,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.08482924,-0.7917967,6.412291,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
